,categoria,titulo,href,fecha,title
3505,Economía,Reactiva Perú: BCR colocó S/ 75 millones en nueva subasta del programa,/economia/reactiva-peru-bcr-coloco-s-75-millones-en-nueva-subasta-del-programa-nndc-noticia/,2020-07-21,Reactiva Peru: BCR placed S/ 75 million in a new program auction
3506,Mundo,OPS: Uno de cada tres americanos es población de riesgo por COVID-19,/mundo/ops-uno-de-cada-tres-americanos-es-poblacion-de-riesgo-por-covid-19-noticia/,2020-07-21,PAHO: One in three Americans is a population at risk for COVID-19
3507,Mundo,El capital político del acuerdo de la UE es muy superior al impacto financiero ,/mundo/el-capital-politico-del-acuerdo-de-la-ue-es-muy-superior-al-impacto-financiero-noticia/,2020-07-21,The political capital of the EU deal far outweighs the financial impact
3508,Mercados,"Tipo de cambio cerró a la baja el martes, ante nuevo acuerdo de la Unión Europea",/economia/mercados/tipo-de-cambio-cerro-a-la-baja-el-martes-ante-nuevo-acuerdo-de-la-union-europea-nndc-noticia/,2020-07-21,"The exchange rate closed lower on Tuesday, before a new agreement from the European Union"
3509,Mundo,El Reino Unido ha subestimado la “amenaza” de las interferencias rusas ,/mundo/el-reino-unido-ha-subestimado-la-amenaza-de-las-interferencias-rusas-noticia/,2020-07-21,The UK has underestimated the “threat” of Russian interference
3510,Mundo,Putin firma decreto que posterga su plan de desarrollo económico ,/mundo/putin-firma-decreto-que-posterga-su-plan-de-desarrollo-economico-noticia/,2020-07-21,Putin signs decree postponing his economic development plan
3511,Mundo,"Senado chileno aprueba retiro parcial de pensiones, volverá a revisión de diputados",/mundo/senado-chileno-empezo-a-aprobar-proyecto-para-retiro-del-10-de-fondos-de-las-afp-noticia/,2020-07-22,"Chilean Senate approves partial withdrawal of pensions, will return to review by deputies"
3512,Empresas,Inversionistas de EE.UU. intentarán comprar TikTok de la china ByteDance,/economia/empresas/inversionistas-de-estados-unidos-intentaran-comprar-tiktok-de-la-china-bytedance-nndc-noticia/,2020-07-22,US investors will try to buy TikTok from China's ByteDance
3513,Política,Mesías Guevara: “Acordamos hoy identificar los cuellos de botellas para adquisiciones en regiones”,/peru/politica/mesias-guevara-acordamos-hoy-identificar-los-cuellos-de-botellas-para-adquisiciones-en-regiones-nndc-noticia/,2020-07-22,Mesías Guevara: “Today we agreed to identify the bottlenecks for acquisitions in the regions”
3514,Empresas,Negocio en la nube de Microsoft crece menos de un 50% por primera vez,/economia/empresas/negocio-en-la-nube-de-microsoft-crece-menos-de-un-50-por-primera-vez-nndc-noticia/,2020-07-22,Microsoft's cloud business grows less than 50% for the first time
3515,Política,Fiscal José Domingo Pérez pidió suspensión de Fuerza Popular por dos años y medio,/peru/politica/keiko-fujimori-fuerza-popular-fiscal-jose-domingo-perez-pidio-suspension-de-fuerza-popular-por-dos-anos-y-medio-noticia/,2020-07-22,Prosecutor José Domingo Pérez requested suspension of Fuerza Popular for two and a half years
3516,Empresas,Universal Music y Spotify firman acuerdo inédito para intercambiar servicios,/economia/empresas/universal-music-y-spotify-firman-acuerdo-inedito-para-intercambiar-servicios-noticia/,2020-07-22,Universal Music and Spotify sign unprecedented agreement to exchange services
3517,Política,Cuellos Blancos: Junta Nacional de Justicia suspendió por seis meses a Pedro Chávarry,/peru/politica/pedro-chavarry-cuellos-blancos-junta-nacional-de-justicia-suspende-por-seis-meses-a-pedro-chavarry-noticia/,2020-07-22,White Collars: National Board of Justice suspended Pedro Chávarry for six months
3518,Política,Congresista Luis Roel a favor de generar mesas de debate con instituciones afectadas por reforma de inmunidad,/peru/politica/congresista-luis-roel-a-favor-de-generar-mesas-de-debate-con-instituciones-afectadas-por-reforma-de-inmunidad-nndc-noticia/,2020-07-22,Congressman Luis Roel in favor of generating discussion tables with institutions affected by immunity reform
3519,Economía,"¿Mypes o grandes empresas, a quién benefició Reactiva Perú?",/economia/mypes-o-grandes-empresas-a-quien-beneficio-reactiva-peru-nndc-noticia/,2020-07-22,"Mypes or large companies, who benefited Reactiva Peru?"
3520,Economía,"Sunafil solicitará información a 39,899 empresas sobre planes para vigilancia y prevención del COVID-19 ",/economia/sunafil-solicitara-informacion-a-39899-empresas-sobre-planes-para-vigilancia-y-prevencion-del-covid-19-nndc-noticia/,2020-07-22,"Sunafil will request information from 39,899 companies on plans for surveillance and prevention of COVID-19"
3521,Economía,"Compra de tablets: Proveedor no contaría con respaldo financiero, según Contraloría",/economia/compra-de-tablets-proveedor-no-contaria-con-respaldo-financiero-segun-contraloria-noticia/,2020-07-22,"Purchase of tablets: Supplier would not have financial support, according to the Comptroller"
3522,Mundo,"No esperamos vacunaciones por COVID-19 hasta inicios de 2021, dice la OMS",/mundo/vacunas-coronavirus-no-esperamos-vacunaciones-por-covid-19-hasta-inicios-de-2021-dice-la-oms-noticia/,2020-07-22,"We don't expect COVID-19 vaccinations until early 2021, says WHO"
3523,Política,Contraloría: Edgar Alarcón solicitó CV documentado de auditores que elaboraron informe sobre sus declaraciones juradas,/peru/politica/contraloria-edgar-alarcon-solicito-cv-documentado-de-auditores-que-elaboraron-informe-sobre-sus-declaraciones-juradas-noticia/,2020-07-22,Comptroller: Edgar Alarcón requested a documented CV from auditors who prepared a report on his sworn statements
3524,Economía,Firman acuerdo para combatir la pesca ilegal del calamar gigante en aguas internacionales,/economia/firman-memorandum-para-combatir-la-pesca-ilegal-y-no-declarada-del-calamar-gigantes-en-aguas-internacionales-noticia/,2020-07-22,Agreement signed to combat illegal fishing of giant squid in international waters
3525,Mercados,Tipo de cambio cierra al alza en jornada de aversión al riesgo por tensiones entre EE.UU y China,/economia/mercados/dolar-tipo-de-cambio-cierra-al-alza-en-jornada-de-aversion-al-riesgo-por-tensiones-entre-eeuu-y-china-nndc-noticia/,2020-07-22,Exchange rate closes higher on a day of risk aversion due to tensions between the US and China
3526,Economía,Gerente general de Poett pide disculpas a usuarios por limpiadores contaminados con bacteria,/economia/gerente-general-de-poett-pide-disculpas-a-usuarios-por-desinfectantes-contaminados-con-bacteria-nndc-noticia/,2020-07-22,Poett General Manager apologizes to users for bacteria-contaminated cleaners
3527,Economía,Banda ancha: proyectos se encuentran en etapa de ejecución de tendido de redes,/economia/banda-ancha-proyectos-se-encuentran-en-etapa-de-ejecucion-de-tendido-de-redes-nndc-noticia/,2020-07-22,Broadband: projects are in the execution stage of laying networks
3528,Mundo,Activos de Argentina se afirman al ritmo de tratativas por reestructuración de deuda,/mundo/activos-de-argentina-se-afirman-al-ritmo-de-tratativas-por-reestructuracion-de-deuda-noticia/,2020-07-22,Argentina's assets firm up amid debt restructuring talks
3529,Política,"Cateriano: “Creo que usted (Vizcarra) es de centro izquierda, no lo veo como un liberal a ultranza”",/peru/politica/cateriano-creo-que-usted-vizcarra-es-de-centro-izquierda-no-lo-veo-como-un-liberal-a-ultranza-video-nndc-noticia/,2020-07-22,"Cateriano: ""I think you (Vizcarra) are from the center left, I don't see you as an extreme liberal"""
3530,Economía,Osinergmin desplegó equipo para supervisar facturación de electricidad en hogares,/economia/osinergmin-desplego-equipo-para-supervisar-facturacion-de-electricidad-en-hogares-nndc-noticia/,2020-07-23,Osinergmin deployed equipment to monitor electricity billing in homes
3531,Política,Ministra de Justicia: “toda la población penitenciaria pasará por las pruebas de COVID-19″,/peru/politica/coronavirus-peru-ministra-de-justicia-toda-la-poblacion-penitenciaria-pasara-por-las-pruebas-de-covid-19-nndc-noticia/,2020-07-23,"Minister of Justice: ""the entire prison population will undergo COVID-19 tests"""
3532,Economía,Minagri invertirá S/ 5.22 millones en limpieza de canales y drenes en el Alto Piura,/economia/minagri-invertira-s-522-millones-en-limpieza-de-canales-y-drenes-en-el-alto-piura-nndc-noticia/,2020-07-23,Minagri will invest S/ 5.22 million in cleaning channels and drains in Alto Piura
3533,Empresas,Ferreycorp realizó colocación internacional de bonos por US$ 90 millones,/economia/empresas/ferreycorp-realizo-colocacion-internacional-de-bonos-por-us-90-millones-nndc-noticia/,2020-07-23,Ferreycorp made an international placement of bonds for US$ 90 million
3534,Internacional,"China dará a Latinoamérica US$ 1,000 millones en créditos para vacunas, afirma Ecuador  ",/mundo/internacional/china-dara-a-latinoamerica-us-1000-millones-en-creditos-para-vacunas-afirma-ecuador-noticia/,2020-07-23,"China will give Latin America US$ 1,000 million in credits for vaccines, says Ecuador"
3535,Política,Defensoría: más de 150 mil bebés nacidos durante cuarentena no tienen partida de nacimiento,/peru/politica/coronavirus-peru-defensoria-del-pueblo-mas-de-150-mil-ninas-y-ninos-nacidos-durante-cuarentena-por-covid-19-no-tienen-partida-de-nacimiento-nndc-noticia/,2020-07-23,Ombudsman: more than 150 thousand babies born during quarantine do not have a birth certificate
3536,Política,Comando Covid-19 de Cusco solicitará al Gobierno volver una cuarentena estricta por 14 días,/peru/politica/coronavirus-jean-paul-benavente-cusco-comando-covid-19-de-cusco-solicitara-al-gobierno-volver-una-cuarentena-estricta-por-14-dias-noticia/,2020-07-23,Cusco's Covid-19 Command will ask the Government to return to a strict quarantine for 14 days
3537,Empresas,"Disney pospone indefinidamente Mulan, retrasa Avatar y La Guerra de las Galaxias",/economia/empresas/disney-pospone-indefinidamente-mulan-retrasa-avatar-y-la-guerra-de-las-galaxias-noticia/,2020-07-23,"Disney postpones Mulan indefinitely, delays Avatar and Star Wars"
3538,Empresas,Frente de Defensa de Espinar exige bono por pandemia a gigante minero suizo,/economia/empresas/frente-de-defensa-de-espinar-exige-bono-por-pandemia-a-gigante-minero-suizo-noticia/,2020-07-23,Espinar Defense Front demands pandemic bond from Swiss mining giant
3539,Economía,Produce encargó cartera de 16 parques industriales por US$ 673 millones,/economia/produce-encargo-cartera-de-16-parques-industriales-por-us-673-millones-nndc-noticia/,2020-07-23,Produce commissioned a portfolio of 16 industrial parks for US$ 673 million
3540,Internacional,Presidencia chilena confirma promulgación ley de retiro anticipado pensiones,/mundo/internacional/presidencia-chilena-confirma-promulgacion-ley-de-retiro-anticipado-pensiones-noticia/,2020-07-23,Chilean Presidency confirms enactment of early retirement pension law
3541,Economía,Crédito al sector privado aumentó 13.3% en junio,/economia/credito-al-sector-privado-aumento-133-en-junio-noticia/,2020-07-23,Credit to the private sector increased 13.3% in June
3542,Política,Fuerza Popular rechaza pedido del fiscal José Domingo Pérez para suspender sus actividades,/peru/politica/jose-domingo-perez-fuerza-popular-rechaza-pedido-del-fiscal-para-suspender-sus-actividades-caso-odebrecht-nndc-noticia/,2020-07-23,Fuerza Popular rejects the request of the prosecutor José Domingo Pérez to suspend its activities
3543,Empresas,Red de videos TikTok destinará US$ 200 millones para remunerar a sus estrellas,/economia/empresas/red-de-videos-tiktok-destinara-us-200-millones-para-remunerar-a-sus-estrellas-noticia/,2020-07-23,TikTok video network will allocate US $ 200 million to remunerate its stars
3544,Internacional,Ecuador advierte con incautar buques foráneos si ingresan en su territorio,/mundo/internacional/ecuador-advierte-con-incautar-buques-foraneos-si-ingresan-en-su-territorio-noticia/,2020-07-23,Ecuador warns to seize foreign ships if they enter its territory
3545,Empresas,"Fallece José Said, presidente de Parque Arauco y Scotiabank en Chile",/economia/empresas/fallece-jose-said-presidente-de-parque-arauco-y-scotiabank-en-chile-noticia/,2020-07-23,"José Said, president of Parque Arauco and Scotiabank in Chile, dies"
3546,Economía,Se concreta pase de tercera etapa de Chavimochic al Minagri tras firma de convenio con La Libertad,/economia/se-concreta-pase-de-tercera-etapa-de-chavimochic-al-minagri-tras-firma-de-convenio-con-la-libertad-nndc-noticia/,2020-07-23,Third stage transfer from Chavimochic to Minagri is finalized after signing an agreement with La Libertad
3547,Economía,TikTok destinará US$ 200 millones para remunerar a sus estrellas,/economia/tiktok-destinara-us-200-millones-para-remunerar-a-sus-estrellas-redes-sociales-coronavirus-nndc-noticia/,2020-07-23,TikTok will allocate US $ 200 million to remunerate its stars
3548,Política,Subcomisión de Acusaciones Constitucionales archiva denuncias contra jueces supremos,/peru/politica/congreso-subcomision-de-acusaciones-constitucionales-declara-improcedentes-denuncias-contra-jueces-supremos-nndc-noticia/,2020-07-24,Subcommittee on Constitutional Accusations archives complaints against supreme judges
3549,Economía,MEF dejó camino libre para que Metropolitano y corredores se transfieran a la ATU,/economia/mef-dejo-camino-libre-para-que-metropolitano-y-corredores-se-transfieran-a-la-atu-noticia/,2020-07-24,MEF left the way clear for Metropolitano and brokers to transfer to the ATU
3550,Política,"Ministerio de Justicia evaluará permanencia del jefe del Inpe, anunció Ana Neyra ",/peru/politica/coronavirus-peru-ministerio-de-justicia-evaluara-permanencia-del-jefe-del-inpe-anuncio-ana-neyra-cuarentena-estado-de-emergencia-covid-19-nndc-noticia/,2020-07-24,"The Ministry of Justice will evaluate the permanence of the head of Inpe, announced Ana Neyra"
3551,Mundo,Presidente chileno promulga ley para retirar ahorros de pensiones de las AFP,/mundo/presidente-chileno-promulga-ley-para-retirar-ahorros-de-pensiones-de-las-afp-noticia/,2020-07-24,Chilean president enacts law to withdraw pension savings from AFPs
3552,Economía,"Recuperación de la demanda internacional dinamizará el sector exportador, estima ministra Barrios",/economia/recuperacion-de-la-demanda-internacional-dinamizara-el-sector-exportador-estima-ministra-barrios-nndc-noticia/,2020-07-24,"Recovery of international demand will boost the export sector, estimates Minister Barrios"
3553,Economía,Riesgo país de Perú subió dos puntos básicos y cerró en 1.35 puntos porcentuales,/economia/riesgo-pais-de-peru-subio-dos-puntos-basicos-y-cerro-en-135-puntos-porcentuales-noticia/,2020-07-24,Peru's country risk rose two basis points and closed at 1.35 percentage points
3554,Política,Partido Morado y Frente Amplio piden anular nombramiento de Luis Arce en el JNE,/peru/politica/los-cuellos-blancos-del-puerto-partido-morado-y-frente-amplio-piden-anular-nombramiento-de-luis-arce-en-el-jne-nndc-noticia/,2020-07-24,Purple Party and Broad Front ask to annul the appointment of Luis Arce in the JNE
3555,Mundo,"Economía china crecería 2.2% en el 2020, la débil demanda y la tensión con EE.UU. nublan el panorama",/mundo/economia-china-creceria-22-en-el-2020-la-debil-demanda-y-la-tension-con-eeuu-nublan-el-panorama-noticia/,2020-07-24,"Chinese economy would grow 2.2% in 2020, weak demand and tension with the US cloud the outlook"
3556,Mundo,"Banco Central chileno dice aumentará línea de financiamiento con par chino hasta US$ 7,100 millones",/mundo/banco-central-chileno-dice-aumentara-linea-de-financiamiento-con-par-chino-hasta-us-7100-millones-noticia/,2020-07-24,"Chilean Central Bank says it will increase financing line with Chinese pair up to US$ 7,100 million"
3557,Economía,Dolarización del crédito bajó a 23% en junio,/economia/dolarizacion-del-credito-bajo-a-23-en-junio-noticia/,2020-07-24,Credit dollarization fell to 23% in June
3558,Mundo,Banco Central de Venezuela gana derecho de apelar fallo británico que reconoce a Guaidó en caso de oro venezolano,/mundo/banco-central-de-venezuela-gana-derecho-de-apelar-fallo-britanico-que-reconoce-a-guaido-para-caso-de-oro-venezolano-noticia/,2020-07-24,Central Bank of Venezuela wins right to appeal British ruling that recognizes Guaidó in Venezuelan gold case
3559,Mundo,"UE busca vacunas para COVID-19 a menos de US$ 40, desestima alianza liderada por OMS",/mundo/ue-busca-vacunas-para-covid-19-a-menos-de-us-40-desestima-alianza-liderada-por-oms-noticia/,2020-07-24,"EU seeks COVID-19 vaccines for less than $40, rejects WHO-led alliance"
3560,Economía,Aceros Arequipa registró caída en ventas de 43% durante el primer semestre,/economia/aceros-arequipa-registro-caida-en-ventas-de-43-durante-el-primer-semestre-noticia/,2020-07-24,Aceros Arequipa recorded a 43% drop in sales during the first half
3561,Mercados,Tipo de cambio cerró al alza por temores ante conflicto entre EE.UU. y China,/economia/mercados/dolar-tipo-de-cambio-cierra-al-alza-por-temores-en-mercados-ante-conflicto-entre-eeuu-y-china-nndc-noticia/,2020-07-24,Exchange rate closed higher due to fears of conflict between the US and China
3562,Mundo,Bolsonaro se reencuentra con simpatizantes tras dar negativo al coronavirus,/mundo/coronavirus-brasil-jair-bolsonaro-se-reencuentra-con-simpatizantes-dar-negativo-al-covid-19-nndc-noticia/,2020-07-25,Bolsonaro meets with supporters after testing negative for coronavirus
3563,Política,JNJ suspende por 6 meses a juez supremo Martín Hurtado por caso Los Cuellos Blancos del Puerto,/peru/politica/los-cuellos-blancos-del-puerto-jnj-suspende-por-seis-meses-a-juez-supremo-martin-hurtado-por-presuntos-vinculos-con-organizacion-criminal-nndc-noticia/,2020-07-25,JNJ suspends Supreme Judge Martín Hurtado for 6 months for the Los Necks Blancos del Puerto case
3564,Política,Rafael Vela sobre suspensión de Tomás Gálvez y Chávarry: La proyección es que no vuelvan,/peru/politica/rafael-vela-sobre-suspension-de-tomas-galvez-y-pedro-chavarry-la-proyeccion-es-que-no-vuelvan-nndc-noticia/,2020-07-25,Rafael Vela on the suspension of Tomás Gálvez and Chávarry: The projection is that they will not return
3565,Mundo,Ministros de Comercio de APEC acuerdan trabajo conjunto para mitigar efectos del COVID-19   ,/mundo/ministros-de-comercio-de-apec-acuerdan-trabajo-conjunto-para-mitigar-efectos-del-covid-19-noticia/,2020-07-25,APEC Trade Ministers agree to work together to mitigate the effects of COVID-19
3566,Economía,Produce designó a nuevo viceministro de MYPE e Industria,/economia/poder-ejecutivo-designo-a-nuevo-viceministro-de-mype-e-industria-de-produce-nndc-noticia/,2020-07-25,Produce appointed a new vice minister of MYPE and Industry
3567,Mundo,Pisco busca ampliar mercados a Europa y Asia ,/mundo/pisco-busca-ampliar-mercados-a-europa-y-asia-noticia/,2020-07-25,Pisco seeks to expand markets to Europe and Asia
3568,Empresas,Refinería de Talara posterga plan de inicio de operaciones debido al COVID-19 ,/economia/empresas/refineria-de-talara-posterga-plan-de-inicio-de-operaciones-debido-al-covid-19-nndc-noticia/,2020-07-25,Talara Refinery postpones plan to start operations due to COVID-19
3569,Mundo,Ecuador busca postura regional por amenaza de flotas pesqueras extranjeras  ,/mundo/ecuador-busca-postura-regional-por-amenaza-de-flotas-pesqueras-extranjeras-noticia/,2020-07-25,Ecuador seeks regional position due to threat from foreign fishing fleets
3570,Economía,Dolarización de los depósitos bajó a 32% en junio,/economia/dolarizacion-de-los-depositos-bajo-a-32-en-junio-noticia/,2020-07-25,Deposit dollarization fell to 32% in June
3571,Política,Minem nombró a exministra Susana Vilca como nueva presidenta del Ingemmet,/peru/politica/minem-nombro-a-exministra-susana-vilca-como-nueva-presidenta-del-ingemmet-nndc-noticia/,2020-07-25,Minem appointed former minister Susana Vilca as the new president of Ingemmet
3572,Empresas,Estos son los servicios que han reiniciado sus actividades en el Jorge Chávez,/economia/empresas/aeropuerto-jorge-chavez-cuales-son-los-servicios-de-transporte-hoteleria-y-retail-que-han-reiniciado-sus-actividades-en-el-terminal-aereo-lap-coronavirus-peru-covid-19-nndc-noticia/,2020-07-25,These are the services that have restarted their activities at the Jorge Chávez
3573,Política,Oficializan designación de Luis Arce Córdova en el JNE y de miembros suplentes,/peru/politica/los-cuellos-blancos-del-puerto-luis-arce-cordova-fiscalia-de-la-nacion-oficializa-su-designacion-en-jne-y-de-miembros-suplentes-nndc-noticia/,2020-07-25,Appointment of Luis Arce Córdova in the JNE and alternate members made official
3574,Mundo,India prueba una posible vacuna contra el coronavirus,/mundo/india-prueba-una-posible-vacuna-contra-el-coronavirus-noticia/,2020-07-25,India tests potential coronavirus vaccine
3575,Mundo,Portugal desarrolla la primera mascarilla que inactiva el virus de COVID-19,/mundo/portugal-desarrolla-la-primera-mascarilla-que-inactiva-el-virus-de-covid-19-noticia/,2020-07-25,Portugal develops the first mask that inactivates the COVID-19 virus
3576,Política,"Minsa reportó 4,913 nuevos casos confirmados de COVID-19 y el número acumulado llega a 384,797",/peru/politica/coronavirus-peru-minsa-reporto-4913-nuevos-casos-confirmados-de-covid-19-y-el-numero-acumulado-llega-a-384797-nndc-noticia/,2020-07-26,"Minsa reported 4,913 new confirmed cases of COVID-19 and the accumulated number reaches 384,797"
3577,Mundo,Maduro denuncia que Iván Duque prepara su asesinato con francotiradores,/mundo/venezuela-nicolas-maduro-denuncia-que-ivan-duque-prepara-su-asesinato-con-francotiradores-colombia-nndc-noticia/,2020-07-26,Maduro denounces that Iván Duque prepares his murder with snipers
3578,Política,Contemplan dar plazo para afiliarse a partidos hasta el 30 de setiembre por Elecciones 2021,/peru/politica/elecciones-2021-contemplan-dar-plazo-para-afiliarse-a-partidos-hasta-el-30-de-setiembre-por-elecciones-2021-omar-chehade-nndc-noticia/,2020-07-26,They contemplate giving a deadline to join parties until September 30 for Elections 2021
3579,Mundo,Colombia pasa a Italia en cifra de contagios en plena aceleración de coronavirus,/mundo/coronavirus-colombia-pasa-a-italia-en-cifra-de-contagios-en-plena-aceleracion-de-covid-19-nndc-noticia/,2020-07-26,Colombia passes Italy in number of infections in full acceleration of coronavirus
3580,Economía,Arranca Perú: Gobierno destinará S/ 140 millones para proyectos en Moquegua,/economia/arranca-peru-gobierno-destinara-s-140-millones-para-proyectos-en-moquegua-afirma-el-mtc-nndc-noticia/,2020-07-26,Peru starts: Government will allocate S / 140 million for projects in Moquegua
3581,Economía,Educación de 3.5 millones de estudiantes en riesgo por medidas del Congreso,/economia/congreso-derecho-a-la-educacion-ipae-medidas-del-parlamento-pondrian-en-riesgo-a-mas-de-35-millones-de-estudiantes-nndc-noticia/,2020-07-26,Education of 3.5 million students at risk due to congressional measures
3582,Mundo,Moderna inicia la fase 3 de su vacuna contra la COVID-19 y dobla financiación ,/mundo/moderna-inicia-la-fase-3-de-su-vacuna-contra-la-covid-19-y-dobla-financiacion-noticia/,2020-07-26,Moderna starts phase 3 of its COVID-19 vaccine and doubles funding
3583,Economía,"Investigación peruana para mejorar producción de banano orgánico beneficiaría a 8,500 agricultores",/economia/investigacion-peruana-para-mejorar-produccion-de-banano-organico-beneficiaria-a-8500-agricultores-nndc-noticia/,2020-07-26,"Peruvian research to improve organic banana production would benefit 8,500 farmers"
3584,Economía,Exportadores piden un marco legal de neutralidad para competir en igualdad de condiciones,/economia/exportadores-piden-un-marco-legal-de-neutralidad-para-competir-en-igualdad-de-condiciones-noticia/,2020-07-26,Exporters ask for a legal framework of neutrality to compete on equal terms
3585,Economía,"Comercio, servicios, construcción y manufactura: los sectores que más créditos recibieron por Reactiva",/economia/comercio-servicios-construccion-y-manufactura-fueron-los-sectores-que-mas-creditos-recibieron-por-reactiva-noticia/,2020-07-26,"Commerce, services, construction and manufacturing: the sectors that received the most credits from Reactiva"
3586,Mundo,América Latina es la región más afectada por el coronavirus en el mundo,/mundo/america-latina-es-la-region-mas-afectada-por-el-coronavirus-en-el-mundo-noticia/,2020-07-26,Latin America is the region most affected by the coronavirus in the world
3587,Política,"Estos son los tres ejes del mensaje presidencial, según Pedro Cateriano",/peru/politica/pedro-cateriano-mensaje-presidencial-estara-centrado-en-lucha-contra-la-pandemia-relanzamiento-de-la-economia-y-elecciones-libres-nndc-noticia/,2020-07-26,"These are the three axes of the presidential message, according to Pedro Cateriano"
3588,Economía,Defensoría advierte que protestas en Espinar pueden ser un anticipo de lo que se viene en otras regiones,/economia/defensoria-advierte-que-protestas-en-espinar-pueden-ser-un-anticipo-de-lo-que-viene-en-otras-regiones-noticia/,2020-07-26,Ombudsman warns that protests in Espinar may be a preview of what is coming in other regions
3589,Economía,"Huancavelica habría perdido más de S/ 400 millones producto de la corrupción , según la Contraloría",/economia/huancavelica-habria-perdido-mas-de-s-400-millones-producto-de-la-corrupcion-segun-la-contraloria-noticia/,2020-07-26,"Huancavelica would have lost more than S / 400 million as a result of corruption, according to the Comptroller"
3590,Política,Mesías Guevara: “Elección por delegados es ir en contra de la renovación política que el pueblo quiere” ,/peru/politica/elecciones-2021-mesias-guevara-eleccion-por-delegados-es-ir-en-contra-de-la-renovacion-politica-que-el-pueblo-quiere-congreso-nndc-noticia/,2020-07-26,"Mesías Guevara: ""Election by delegates is going against the political renewal that the people want"""
3591,Mundo,Brasil cumple cinco meses con una pandemia que todavía parece descontrolada ,/mundo/brasil-cumple-cinco-meses-con-una-pandemia-que-todavia-parece-descontrolada-noticia/,2020-07-26,Brazil celebrates five months with a pandemic that still seems uncontrolled
3592,Economía,Sernanp trabaja en definición de fechas para reapertura de áreas naturales tras publicación de protocolos ,/economia/sernanp-trabaja-en-definicion-de-fechas-para-reapertura-de-areas-naturales-tras-publicacion-de-protocolos-noticia/,2020-07-26,Sernanp works on defining dates for the reopening of natural areas after publication of protocols
3593,Mundo,Bolivia decreta estado de “calamidad pública” por coronavirus,/mundo/coronavirus-bolivia-decreta-estado-de-calamidad-publica-por-covid-19-nndc-noticia/,2020-07-27,Bolivia decrees a state of “public calamity” due to coronavirus
3594,Empresas,Puerto San Martín sin exportación de minerales: Desaprueban modificación del Estudio Ambiental ,/economia/empresas/puerto-san-martin-sin-exportacion-de-minerales-desaprueban-modificacion-del-estudio-ambiental-senace-noticia/,2020-07-27,Puerto San Martín without export of minerals: Modification of the Environmental Study is disapproved
3595,Política,Manuel Merino: Debo desmentir el comunicado por incumplimiento de Plan COVID-19,/peru/politica/coronavirus-peru-congreso-manuel-merino-debo-desmentir-el-comunicado-por-incumplimiento-de-plan-covid-19-nndc-noticia/,2020-07-27,Manuel Merino: I must deny the statement for non-compliance with the COVID-19 Plan
3596,Empresas,Latam Airlines se enfrenta a acreedores por préstamo de US$ 900 millones,/economia/empresas/latam-airlines-se-enfrenta-a-acreedores-por-prestamo-de-us-900-millones-noticia/,2020-07-27,Latam Airlines faces creditors for US $ 900 million loan
3597,Economía,Ositrán: inversiones reconocidas en aeropuertos crecieron 192% en primer semestre,/economia/ositran-inversiones-reconocidas-en-aeropuertos-crecieron-192-en-primer-semestre-noticia/,2020-07-27,Ositran: recognized investments in airports grew 192% in the first half
3598,Empresas,Facebook dice que la investigación de la UE invade la privacidad de sus empleados,/economia/empresas/facebook-dice-que-la-investigacion-de-la-ue-invade-la-privacidad-de-sus-empleados-noticia/,2020-07-27,Facebook says EU probe invades employees' privacy
3599,Empresas,Ferreycorp: Ingresos en junio ya representan entre 75% y 80% de los volúmenes pre COVID-19 ,/economia/empresas/ferreycorp-ingresos-en-junio-ya-representan-entre-75-y-80-de-los-volumenes-pre-covid-19-noticia/,2020-07-27,Ferreycorp: Revenues in June already represent between 75% and 80% of pre-COVID-19 volumes
3600,Economía,SNI advierte caída de US$ 300 millones en exportaciones de pesca para consumo humano,/economia/sni-advierte-caida-de-us-300-millones-en-exportaciones-de-pesca-para-consumo-humano-nndc-noticia/,2020-07-27,SNI warns of a drop of US$ 300 million in fishery exports for human consumption
3601,Economía,"Mercado de letras de cambio y factoring superará los S/ 10,000 millones este año ",/economia/mercado-de-letras-de-cambio-y-factoring-superara-los-s-10000-millones-este-ano-nndc-noticia/,2020-07-27,"Market of bills of exchange and factoring will exceed S / 10,000 million this year"
3602,Empresas,Pfizer y BioNTech comienzan estudio global de vacuna candidata para COVID-19,/economia/empresas/pfizer-y-biontech-comienzan-estudio-global-de-vacuna-candidata-para-covid-19-noticia/,2020-07-27,Pfizer and BioNTech Begin Global Study of COVID-19 Vaccine Candidate
3603,Mundo,"Jeanine Áñez, presidenta interina de Bolivia, fue dada de alta por coronavirus",/mundo/coronavirus-en-bolivia-jeanine-anez-presidenta-interina-fue-dada-de-alta-por-covid-19-nndc-noticia/,2020-07-27,"Jeanine Áñez, interim president of Bolivia, was discharged for coronavirus"
3604,Economía,Riesgo país de Perú bajó cuatro puntos básicos y cerró en 1.31 puntos porcentuales,/economia/riesgo-pais-de-peru-bajo-cuatro-puntos-basicos-y-cerro-en-131-puntos-porcentuales-noticia/,2020-07-27,Peru's country risk fell four basic points and closed at 1.31 percentage points
3605,Economía,Primer paso del proyecto Parque Industrial de Ancón iniciaría en setiembre,/economia/primer-paso-del-proyecto-parque-industrial-de-ancon-iniciaria-en-setiembre-inversion-produce-jose-salardi-noticia/,2020-07-27,First step of the Ancón Industrial Park project would begin in September
